fecha_orden,hora,numero_de_orden,item,cantidad
2022-01-20,18:00:00,2200791,209,1
2022-01-20,18:00:00,2200791,304,1
2022-01-20,18:00:00,2200791,410,1
2022-01-20,18:00:00,2200791,502,1
2022-01-20,18:36:00,2200792,101,1
2022-01-20,18:36:00,2200792,212,1
2022-01-20,18:36:00,2200792,308,1
2022-01-20,18:36:00,2200792,400,1
2022-01-20,18:36:00,2200792,504,1
2022-01-20,19:12:00,2200793,102,1
2022-01-20,19:12:00,2200793,213,1
2022-01-20,19:12:00,2200793,313,1
2022-01-20,19:12:00,2200793,402,1
2022-01-20,19:12:00,2200793,506,1
2022-01-20,19:48:00,2200794,102,1
2022-01-20,19:48:00,2200794,218,1
2022-01-20,19:48:00,2200794,307,1
2022-01-20,19:48:00,2200794,411,1
2022-01-20,19:48:00,2200794,510,1
2022-01-20,20:24:00,2200795,100,0
2022-01-20,20:24:00,2200795,215,1
2022-01-20,20:24:00,2200795,305,1
2022-01-20,20:24:00,2200795,401,1
2022-01-20,20:24:00,2200795,503,1
2022-01-20,21:00:00,2200796,104,1
2022-01-20,21:00:00,2200796,200,1
2022-01-20,21:00:00,2200796,303,1
2022-01-20,21:00:00,2200796,404,1
2022-01-20,21:00:00,2200796,501,1
2022-01-20,21:36:00,2200797,104,1
2022-01-20,21:36:00,2200797,203,1
2022-01-20,21:36:00,2200797,313,1
2022-01-20,21:36:00,2200797,403,1
2022-01-20,21:36:00,2200797,511,1
2022-01-20,22:12:00,2200798,102,1
2022-01-20,22:12:00,2200798,201,1
2022-01-20,22:12:00,2200798,305,1
2022-01-20,22:12:00,2200798,402,1
2022-01-20,22:12:00,2200798,505,1
2022-01-20,22:48:00,2200799,109,1
2022-01-20,22:48:00,2200799,211,1
2022-01-20,22:48:00,2200799,307,1
2022-01-20,22:48:00,2200799,405,1
2022-01-20,22:48:00,2200799,500,1
2022-01-20,23:24:00,2200800,104,1
2022-01-20,23:24:00,2200800,214,1
2022-01-20,23:24:00,2200800,303,1
2022-01-20,23:24:00,2200800,412,1
2022-01-20,23:24:00,2200800,512,1
2022-01-21,00:00:00,2200801,109,1
2022-01-21,00:00:00,2200801,200,1
2022-01-21,00:00:00,2200801,308,1
2022-01-21,00:00:00,2200801,410,1
2022-01-21,00:00:00,2200801,511,1
2022-01-21,00:36:00,2200802,100,0
2022-01-21,00:36:00,2200802,209,1
2022-01-21,00:36:00,2200802,304,1
2022-01-21,00:36:00,2200802,409,1
2022-01-21,00:36:00,2200802,512,1
2022-01-21,01:12:00,2200803,101,1
2022-01-21,01:12:00,2200803,201,1
2022-01-21,01:12:00,2200803,311,1
2022-01-21,01:12:00,2200803,411,1
2022-01-21,01:12:00,2200803,509,1
2022-01-21,01:48:00,2200804,107,1
2022-01-21,01:48:00,2200804,215,1
2022-01-21,01:48:00,2200804,310,1
2022-01-21,01:48:00,2200804,407,1
2022-01-21,01:48:00,2200804,509,1
2022-01-21,02:24:00,2200805,103,1
2022-01-21,02:24:00,2200805,212,1
2022-01-21,02:24:00,2200805,313,1
2022-01-21,02:24:00,2200805,401,1
2022-01-21,02:24:00,2200805,504,1
2022-01-21,03:00:00,2200806,108,1
2022-01-21,03:00:00,2200806,205,1
2022-01-21,03:00:00,2200806,305,1
2022-01-21,03:00:00,2200806,413,1
2022-01-21,03:00:00,2200806,502,1
2022-01-21,03:36:00,2200807,102,1
2022-01-21,03:36:00,2200807,201,1
2022-01-21,03:36:00,2200807,304,1
2022-01-21,03:36:00,2200807,403,1
2022-01-21,03:36:00,2200807,507,1
2022-01-21,04:12:00,2200808,100,0
2022-01-21,04:12:00,2200808,200,1
2022-01-21,04:12:00,2200808,304,1
2022-01-21,04:12:00,2200808,407,1
2022-01-21,04:12:00,2200808,512,1
2022-01-21,04:48:00,2200809,100,0
2022-01-21,04:48:00,2200809,217,1
2022-01-21,04:48:00,2200809,310,1
2022-01-21,04:48:00,2200809,414,1
2022-01-21,04:48:00,2200809,506,1
2022-01-21,05:24:00,2200810,101,1
2022-01-21,05:24:00,2200810,216,1
2022-01-21,05:24:00,2200810,310,1
2022-01-21,05:24:00,2200810,411,1
2022-01-21,05:24:00,2200810,511,1
2022-01-21,06:00:00,2200811,104,1
2022-01-21,06:00:00,2200811,203,1
2022-01-21,06:00:00,2200811,301,1
2022-01-21,06:00:00,2200811,402,1
2022-01-21,06:00:00,2200811,508,1
2022-01-21,06:36:00,2200812,100,0
2022-01-21,06:36:00,2200812,200,1
2022-01-21,06:36:00,2200812,301,1
2022-01-21,06:36:00,2200812,409,1
2022-01-21,06:36:00,2200812,509,1
2022-01-21,07:12:00,2200813,102,1
2022-01-21,07:12:00,2200813,202,1
2022-01-21,07:12:00,2200813,301,1
2022-01-21,07:12:00,2200813,410,1
2022-01-21,07:12:00,2200813,510,1
2022-01-21,07:48:00,2200814,104,1
2022-01-21,07:48:00,2200814,210,1
2022-01-21,07:48:00,2200814,306,1
2022-01-21,07:48:00,2200814,406,1
2022-01-21,07:48:00,2200814,503,1
2022-01-21,08:24:00,2200815,102,1
2022-01-21,08:24:00,2200815,214,1
2022-01-21,08:24:00,2200815,308,1
2022-01-21,08:24:00,2200815,414,1
2022-01-21,08:24:00,2200815,507,1
2022-01-21,09:00:00,2200816,106,1
2022-01-21,09:00:00,2200816,202,1
2022-01-21,09:00:00,2200816,307,1
2022-01-21,09:00:00,2200816,414,1
2022-01-21,09:00:00,2200816,505,1
2022-01-21,09:36:00,2200817,106,1
2022-01-21,09:36:00,2200817,210,1
2022-01-21,09:36:00,2200817,301,1
2022-01-21,09:36:00,2200817,408,1
2022-01-21,09:36:00,2200817,506,1
2022-01-21,10:12:00,2200818,104,1
2022-01-21,10:12:00,2200818,216,1
2022-01-21,10:12:00,2200818,303,1
2022-01-21,10:12:00,2200818,414,1
2022-01-21,10:12:00,2200818,509,1
2022-01-21,10:48:00,2200819,104,1
2022-01-21,10:48:00,2200819,215,1
2022-01-21,10:48:00,2200819,308,1
2022-01-21,10:48:00,2200819,401,1
2022-01-21,10:48:00,2200819,503,1
2022-01-21,11:24:00,2200820,105,1
2022-01-21,11:24:00,2200820,217,1
2022-01-21,11:24:00,2200820,308,1
2022-01-21,11:24:00,2200820,406,1
2022-01-21,11:24:00,2200820,503,1
2022-01-21,12:00:00,2200821,103,1
2022-01-21,12:00:00,2200821,205,1
2022-01-21,12:00:00,2200821,310,1
2022-01-21,12:00:00,2200821,403,1
2022-01-21,12:00:00,2200821,511,1
2022-01-21,12:36:00,2200822,103,1
2022-01-21,12:36:00,2200822,217,1
2022-01-21,12:36:00,2200822,306,1
2022-01-21,12:36:00,2200822,406,1
2022-01-21,12:36:00,2200822,512,1
2022-01-21,13:12:00,2200823,109,1
2022-01-21,13:12:00,2200823,217,1
2022-01-21,13:12:00,2200823,312,1
2022-01-21,13:12:00,2200823,414,1
2022-01-21,13:12:00,2200823,509,1
2022-01-21,13:48:00,2200824,101,1
2022-01-21,13:48:00,2200824,210,1
2022-01-21,13:48:00,2200824,310,1
2022-01-21,13:48:00,2200824,407,1
2022-01-21,13:48:00,2200824,501,1
2022-01-21,14:24:00,2200825,102,1
2022-01-21,14:24:00,2200825,204,1
2022-01-21,14:24:00,2200825,310,1
2022-01-21,14:24:00,2200825,413,1
2022-01-21,14:24:00,2200825,508,1
2022-01-21,15:00:00,2200826,107,1
2022-01-21,15:00:00,2200826,204,1
2022-01-21,15:00:00,2200826,301,1
2022-01-21,15:00:00,2200826,407,1
2022-01-21,15:00:00,2200826,501,1
2022-01-21,15:36:00,2200827,105,1
2022-01-21,15:36:00,2200827,213,1
2022-01-21,15:36:00,2200827,306,1
2022-01-21,15:36:00,2200827,400,1
2022-01-21,15:36:00,2200827,505,1
2022-01-21,16:12:00,2200828,100,0
2022-01-21,16:12:00,2200828,206,1
2022-01-21,16:12:00,2200828,304,1
2022-01-21,16:12:00,2200828,407,1
2022-01-21,16:12:00,2200828,507,1
2022-01-21,16:48:00,2200829,106,1
2022-01-21,16:48:00,2200829,205,1
2022-01-21,16:48:00,2200829,308,1
2022-01-21,16:48:00,2200829,403,1
2022-01-21,16:48:00,2200829,506,1
2022-01-21,17:24:00,2200830,102,1
2022-01-21,17:24:00,2200830,215,1
2022-01-21,17:24:00,2200830,305,1
2022-01-21,17:24:00,2200830,400,1
2022-01-21,17:24:00,2200830,507,1
2022-01-21,18:00:00,2200831,101,1
2022-01-21,18:00:00,2200831,204,1
2022-01-21,18:00:00,2200831,303,1
2022-01-21,18:00:00,2200831,413,1
2022-01-21,18:00:00,2200831,501,1
2022-01-21,18:36:00,2200832,104,1
2022-01-21,18:36:00,2200832,208,1
2022-01-21,18:36:00,2200832,308,1
2022-01-21,18:36:00,2200832,409,1
2022-01-21,18:36:00,2200832,509,1
2022-01-21,19:12:00,2200833,107,1
2022-01-21,19:12:00,2200833,204,1
2022-01-21,19:12:00,2200833,306,1
2022-01-21,19:12:00,2200833,401,1
2022-01-21,19:12:00,2200833,510,1
2022-01-21,19:48:00,2200834,105,1
2022-01-21,19:48:00,2200834,213,1
2022-01-21,19:48:00,2200834,312,1
2022-01-21,19:48:00,2200834,403,1
2022-01-21,19:48:00,2200834,511,1
2022-01-21,20:24:00,2200835,101,1
2022-01-21,20:24:00,2200835,218,1
2022-01-21,20:24:00,2200835,300,1
2022-01-21,20:24:00,2200835,410,1
2022-01-21,20:24:00,2200835,509,1
2022-01-21,21:00:00,2200836,108,1
2022-01-21,21:00:00,2200836,216,1
2022-01-21,21:00:00,2200836,307,1
2022-01-21,21:00:00,2200836,400,1
2022-01-21,21:00:00,2200836,510,1
2022-01-21,21:36:00,2200837,101,1
2022-01-21,21:36:00,2200837,205,1
2022-01-21,21:36:00,2200837,311,1
2022-01-21,21:36:00,2200837,411,1
2022-01-21,21:36:00,2200837,509,1
2022-01-21,22:12:00,2200838,101,1
2022-01-21,22:12:00,2200838,217,1
2022-01-21,22:12:00,2200838,312,1
2022-01-21,22:12:00,2200838,411,1
2022-01-21,22:12:00,2200838,501,1
2022-01-21,22:48:00,2200839,108,1
2022-01-21,22:48:00,2200839,217,1
2022-01-21,22:48:00,2200839,309,1
2022-01-21,22:48:00,2200839,409,1
2022-01-21,22:48:00,2200839,502,1
2022-01-21,23:24:00,2200840,107,1
2022-01-21,23:24:00,2200840,217,1
2022-01-21,23:24:00,2200840,304,1
2022-01-21,23:24:00,2200840,412,1
2022-01-21,23:24:00,2200840,505,1
2022-01-22,00:00:00,2200841,102,1
2022-01-22,00:00:00,2200841,216,1
2022-01-22,00:00:00,2200841,303,1
2022-01-22,00:00:00,2200841,410,1
2022-01-22,00:00:00,2200841,508,1
2022-01-22,00:36:00,2200842,106,1
2022-01-22,00:36:00,2200842,214,1
2022-01-22,00:36:00,2200842,312,1
2022-01-22,00:36:00,2200842,407,1
2022-01-22,00:36:00,2200842,510,1
2022-01-22,01:12:00,2200843,107,1
2022-01-22,01:12:00,2200843,204,1
2022-01-22,01:12:00,2200843,305,1
2022-01-22,01:12:00,2200843,404,1
2022-01-22,01:12:00,2200843,510,1
2022-01-22,01:48:00,2200844,101,1
2022-01-22,01:48:00,2200844,204,1
2022-01-22,01:48:00,2200844,308,1
2022-01-22,01:48:00,2200844,408,1
2022-01-22,01:48:00,2200844,511,1
2022-01-22,02:24:00,2200845,104,1
2022-01-22,02:24:00,2200845,207,1
2022-01-22,02:24:00,2200845,308,1
2022-01-22,02:24:00,2200845,403,1
2022-01-22,02:24:00,2200845,501,1
2022-01-22,03:00:00,2200846,106,1
2022-01-22,03:00:00,2200846,217,1
2022-01-22,03:00:00,2200846,302,1
2022-01-22,03:00:00,2200846,414,1
2022-01-22,03:00:00,2200846,505,1
2022-01-22,03:36:00,2200847,100,0
2022-01-22,03:36:00,2200847,212,1
2022-01-22,03:36:00,2200847,303,1
2022-01-22,03:36:00,2200847,407,1
2022-01-22,03:36:00,2200847,509,1
2022-01-22,04:12:00,2200848,103,1
2022-01-22,04:12:00,2200848,214,1
2022-01-22,04:12:00,2200848,304,1
2022-01-22,04:12:00,2200848,410,1
2022-01-22,04:12:00,2200848,506,1
2022-01-22,04:48:00,2200849,108,1
2022-01-22,04:48:00,2200849,202,1
2022-01-22,04:48:00,2200849,306,1
2022-01-22,04:48:00,2200849,406,1
2022-01-22,04:48:00,2200849,500,1
2022-01-22,05:24:00,2200850,105,1
2022-01-22,05:24:00,2200850,203,1
2022-01-22,05:24:00,2200850,308,1
2022-01-22,05:24:00,2200850,413,1
2022-01-22,05:24:00,2200850,504,1
2022-01-22,06:00:00,2200851,102,1
2022-01-22,06:00:00,2200851,200,1
2022-01-22,06:00:00,2200851,303,1
2022-01-22,06:00:00,2200851,403,1
2022-01-22,06:00:00,2200851,508,1
2022-01-22,06:36:00,2200852,101,1
2022-01-22,06:36:00,2200852,218,1
2022-01-22,06:36:00,2200852,305,1
2022-01-22,06:36:00,2200852,408,1
2022-01-22,06:36:00,2200852,508,1
2022-01-22,07:12:00,2200853,107,1
2022-01-22,07:12:00,2200853,207,1
2022-01-22,07:12:00,2200853,308,1
2022-01-22,07:12:00,2200853,414,1
2022-01-22,07:12:00,2200853,503,1
2022-01-22,07:48:00,2200854,108,1
2022-01-22,07:48:00,2200854,217,1
2022-01-22,07:48:00,2200854,304,1
2022-01-22,07:48:00,2200854,401,1
2022-01-22,07:48:00,2200854,501,1
2022-01-22,08:24:00,2200855,100,0
2022-01-22,08:24:00,2200855,200,1
2022-01-22,08:24:00,2200855,301,1
2022-01-22,08:24:00,2200855,407,1
2022-01-22,08:24:00,2200855,504,1
2022-01-22,09:00:00,2200856,100,0
2022-01-22,09:00:00,2200856,207,1
2022-01-22,09:00:00,2200856,301,1
2022-01-22,09:00:00,2200856,405,1
2022-01-22,09:00:00,2200856,508,1
2022-01-22,09:36:00,2200857,106,1
2022-01-22,09:36:00,2200857,210,1
2022-01-22,09:36:00,2200857,303,1
2022-01-22,09:36:00,2200857,407,1
2022-01-22,09:36:00,2200857,501,1
2022-01-22,10:12:00,2200858,109,1
2022-01-22,10:12:00,2200858,207,1
2022-01-22,10:12:00,2200858,309,1
2022-01-22,10:12:00,2200858,400,1
2022-01-22,10:12:00,2200858,512,1
2022-01-22,10:48:00,2200859,106,1
2022-01-22,10:48:00,2200859,218,1
2022-01-22,10:48:00,2200859,313,1
2022-01-22,10:48:00,2200859,409,1
2022-01-22,10:48:00,2200859,503,1
2022-01-22,11:24:00,2200860,104,1
2022-01-22,11:24:00,2200860,205,1
2022-01-22,11:24:00,2200860,303,1
2022-01-22,11:24:00,2200860,412,1
2022-01-22,11:24:00,2200860,504,1
2022-01-22,12:00:00,2200861,105,1
2022-01-22,12:00:00,2200861,216,1
2022-01-22,12:00:00,2200861,303,1
2022-01-22,12:00:00,2200861,402,1
2022-01-22,12:00:00,2200861,508,1
2022-01-22,12:36:00,2200862,106,1
2022-01-22,12:36:00,2200862,214,1
2022-01-22,12:36:00,2200862,307,1
2022-01-22,12:36:00,2200862,410,1
2022-01-22,12:36:00,2200862,507,1
2022-01-22,13:12:00,2200863,104,1
2022-01-22,13:12:00,2200863,215,1
2022-01-22,13:12:00,2200863,300,1
2022-01-22,13:12:00,2200863,406,1
2022-01-22,13:12:00,2200863,509,1
2022-01-22,13:48:00,2200864,100,0
2022-01-22,13:48:00,2200864,204,1
2022-01-22,13:48:00,2200864,305,1
2022-01-22,13:48:00,2200864,401,1
2022-01-22,13:48:00,2200864,511,1
2022-01-22,14:24:00,2200865,103,1
2022-01-22,14:24:00,2200865,206,1
2022-01-22,14:24:00,2200865,311,1
2022-01-22,14:24:00,2200865,408,1
2022-01-22,14:24:00,2200865,503,1
2022-01-22,15:00:00,2200866,104,1
2022-01-22,15:00:00,2200866,207,1
2022-01-22,15:00:00,2200866,313,1
2022-01-22,15:00:00,2200866,414,1
2022-01-22,15:00:00,2200866,506,1
2022-01-22,15:36:00,2200867,103,1
2022-01-22,15:36:00,2200867,216,1
2022-01-22,15:36:00,2200867,302,1
2022-01-22,15:36:00,2200867,400,1
2022-01-22,15:36:00,2200867,506,1
2022-01-22,16:12:00,2200868,108,1
2022-01-22,16:12:00,2200868,212,1
2022-01-22,16:12:00,2200868,303,1
2022-01-22,16:12:00,2200868,401,1
2022-01-22,16:12:00,2200868,507,1
2022-01-22,16:48:00,2200869,103,1
2022-01-22,16:48:00,2200869,213,1
2022-01-22,16:48:00,2200869,306,1
2022-01-22,16:48:00,2200869,405,1
2022-01-22,16:48:00,2200869,506,1
2022-01-22,17:24:00,2200870,107,1
2022-01-22,17:24:00,2200870,213,1
2022-01-22,17:24:00,2200870,303,1
2022-01-22,17:24:00,2200870,411,1
2022-01-22,17:24:00,2200870,508,1
2022-01-22,18:00:00,2200871,101,1
2022-01-22,18:00:00,2200871,208,1
2022-01-22,18:00:00,2200871,302,1
2022-01-22,18:00:00,2200871,409,1
2022-01-22,18:00:00,2200871,509,1
2022-01-22,18:36:00,2200872,109,1
2022-01-22,18:36:00,2200872,211,1
2022-01-22,18:36:00,2200872,304,1
2022-01-22,18:36:00,2200872,402,1
2022-01-22,18:36:00,2200872,510,1
2022-01-22,19:12:00,2200873,105,1
2022-01-22,19:12:00,2200873,200,1
2022-01-22,19:12:00,2200873,313,1
2022-01-22,19:12:00,2200873,405,1
2022-01-22,19:12:00,2200873,503,1
2022-01-22,19:48:00,2200874,101,1
2022-01-22,19:48:00,2200874,206,1
2022-01-22,19:48:00,2200874,312,1
2022-01-22,19:48:00,2200874,405,1
2022-01-22,19:48:00,2200874,509,1
2022-01-22,20:24:00,2200875,103,1
2022-01-22,20:24:00,2200875,203,1
2022-01-22,20:24:00,2200875,309,1
2022-01-22,20:24:00,2200875,412,1
2022-01-22,20:24:00,2200875,500,1
2022-01-22,21:00:00,2200876,103,1
2022-01-22,21:00:00,2200876,203,1
2022-01-22,21:00:00,2200876,303,1
2022-01-22,21:00:00,2200876,403,1
2022-01-22,21:00:00,2200876,501,1
2022-01-22,21:36:00,2200877,102,1
2022-01-22,21:36:00,2200877,213,1
2022-01-22,21:36:00,2200877,305,1
2022-01-22,21:36:00,2200877,400,1
2022-01-22,21:36:00,2200877,511,1
2022-01-22,22:12:00,2200878,100,0
2022-01-22,22:12:00,2200878,213,1
2022-01-22,22:12:00,2200878,311,1
2022-01-22,22:12:00,2200878,409,1
2022-01-22,22:12:00,2200878,509,1
2022-01-22,22:48:00,2200879,107,1
2022-01-22,22:48:00,2200879,207,1
2022-01-22,22:48:00,2200879,308,1
2022-01-22,22:48:00,2200879,412,1
2022-01-22,22:48:00,2200879,501,1
2022-01-22,23:24:00,2200880,102,1
2022-01-22,23:24:00,2200880,215,1
2022-01-22,23:24:00,2200880,312,1
2022-01-22,23:24:00,2200880,413,1
2022-01-22,23:24:00,2200880,510,1
2022-01-23,00:00:00,2200881,109,1
2022-01-23,00:00:00,2200881,207,1
2022-01-23,00:00:00,2200881,309,1
2022-01-23,00:00:00,2200881,404,1
2022-01-23,00:00:00,2200881,502,1
2022-01-23,00:36:00,2200882,109,1
2022-01-23,00:36:00,2200882,213,1
2022-01-23,00:36:00,2200882,305,1
2022-01-23,00:36:00,2200882,411,1
2022-01-23,00:36:00,2200882,512,1
2022-01-23,01:12:00,2200883,109,1
2022-01-23,01:12:00,2200883,217,1
2022-01-23,01:12:00,2200883,308,1
2022-01-23,01:12:00,2200883,410,1
2022-01-23,01:12:00,2200883,502,1
2022-01-23,01:48:00,2200884,109,1
2022-01-23,01:48:00,2200884,212,1
2022-01-23,01:48:00,2200884,306,1
2022-01-23,01:48:00,2200884,405,1
2022-01-23,01:48:00,2200884,500,1
2022-01-23,02:24:00,2200885,102,1
2022-01-23,02:24:00,2200885,203,1
2022-01-23,02:24:00,2200885,311,1
2022-01-23,02:24:00,2200885,402,1
2022-01-23,02:24:00,2200885,508,1
2022-01-23,03:00:00,2200886,103,1
2022-01-23,03:00:00,2200886,208,1
2022-01-23,03:00:00,2200886,300,1
2022-01-23,03:00:00,2200886,410,1
2022-01-23,03:00:00,2200886,511,1
2022-01-23,03:36:00,2200887,108,1
2022-01-23,03:36:00,2200887,212,1
2022-01-23,03:36:00,2200887,313,1
2022-01-23,03:36:00,2200887,405,1
2022-01-23,03:36:00,2200887,508,1
2022-01-23,04:12:00,2200888,107,1
2022-01-23,04:12:00,2200888,211,1
2022-01-23,04:12:00,2200888,308,1
2022-01-23,04:12:00,2200888,412,1
2022-01-23,04:12:00,2200888,512,1
2022-01-23,04:48:00,2200889,109,1
2022-01-23,04:48:00,2200889,212,1
2022-01-23,04:48:00,2200889,301,1
2022-01-23,04:48:00,2200889,404,1
2022-01-23,04:48:00,2200889,509,1
2022-01-23,05:24:00,2200890,106,1
2022-01-23,05:24:00,2200890,201,1
2022-01-23,05:24:00,2200890,303,1
2022-01-23,05:24:00,2200890,411,1
2022-01-23,05:24:00,2200890,504,1
2022-01-23,06:00:00,2200891,108,1
2022-01-23,06:00:00,2200891,212,1
2022-01-23,06:00:00,2200891,304,1
2022-01-23,06:00:00,2200891,413,1
2022-01-23,06:00:00,2200891,509,1
2022-01-23,06:36:00,2200892,107,1
2022-01-23,06:36:00,2200892,201,1
2022-01-23,06:36:00,2200892,311,1
2022-01-23,06:36:00,2200892,402,1
2022-01-23,06:36:00,2200892,504,1
2022-01-23,07:12:00,2200893,109,1
2022-01-23,07:12:00,2200893,200,1
2022-01-23,07:12:00,2200893,304,1
2022-01-23,07:12:00,2200893,412,1
2022-01-23,07:12:00,2200893,508,1
2022-01-23,07:48:00,2200894,101,1
2022-01-23,07:48:00,2200894,218,1
2022-01-23,07:48:00,2200894,303,1
2022-01-23,07:48:00,2200894,400,1
2022-01-23,07:48:00,2200894,501,1
2022-01-23,08:24:00,2200895,107,1
2022-01-23,08:24:00,2200895,207,1
2022-01-23,08:24:00,2200895,313,1
2022-01-23,08:24:00,2200895,404,1
2022-01-23,08:24:00,2200895,512,1
2022-01-23,09:00:00,2200896,102,1
2022-01-23,09:00:00,2200896,212,1
2022-01-23,09:00:00,2200896,304,1
2022-01-23,09:00:00,2200896,412,1
2022-01-23,09:00:00,2200896,511,1
2022-01-23,09:36:00,2200897,104,1
2022-01-23,09:36:00,2200897,208,1
2022-01-23,09:36:00,2200897,308,1
2022-01-23,09:36:00,2200897,408,1
2022-01-23,09:36:00,2200897,505,1
2022-01-23,10:12:00,2200898,102,1
2022-01-23,10:12:00,2200898,214,1
2022-01-23,10:12:00,2200898,300,1
2022-01-23,10:12:00,2200898,406,1
2022-01-23,10:12:00,2200898,512,1
2022-01-23,10:48:00,2200899,102,1
2022-01-23,10:48:00,2200899,203,1
2022-01-23,10:48:00,2200899,308,1
2022-01-23,10:48:00,2200899,404,1
2022-01-23,10:48:00,2200899,507,1
2022-01-23,11:24:00,2200900,106,1
2022-01-23,11:24:00,2200900,204,1
2022-01-23,11:24:00,2200900,306,1
2022-01-23,11:24:00,2200900,400,1
2022-01-23,11:24:00,2200900,512,1
2022-01-23,12:00:00,2200901,109,1
2022-01-23,12:00:00,2200901,201,1
2022-01-23,12:00:00,2200901,311,1
2022-01-23,12:00:00,2200901,406,1
2022-01-23,12:00:00,2200901,505,1
2022-01-23,12:36:00,2200902,104,1
2022-01-23,12:36:00,2200902,200,1
2022-01-23,12:36:00,2200902,310,1
2022-01-23,12:36:00,2200902,403,1
2022-01-23,12:36:00,2200902,502,1
2022-01-23,13:12:00,2200903,103,1
2022-01-23,13:12:00,2200903,214,1
2022-01-23,13:12:00,2200903,300,1
2022-01-23,13:12:00,2200903,408,1
2022-01-23,13:12:00,2200903,510,1
2022-01-23,13:48:00,2200904,109,1
2022-01-23,13:48:00,2200904,206,1
2022-01-23,13:48:00,2200904,301,1
2022-01-23,13:48:00,2200904,400,1
2022-01-23,13:48:00,2200904,511,1
2022-01-23,14:24:00,2200905,106,1
2022-01-23,14:24:00,2200905,207,1
2022-01-23,14:24:00,2200905,309,1
2022-01-23,14:24:00,2200905,412,1
2022-01-23,14:24:00,2200905,501,1
2022-01-23,15:00:00,2200906,108,1
2022-01-23,15:00:00,2200906,211,1
2022-01-23,15:00:00,2200906,309,1
2022-01-23,15:00:00,2200906,401,1
2022-01-23,15:00:00,2200906,508,1
2022-01-23,15:36:00,2200907,105,1
2022-01-23,15:36:00,2200907,216,1
2022-01-23,15:36:00,2200907,310,1
2022-01-23,15:36:00,2200907,403,1
2022-01-23,15:36:00,2200907,507,1
2022-01-23,16:12:00,2200908,103,1
2022-01-23,16:12:00,2200908,208,1
2022-01-23,16:12:00,2200908,302,1
2022-01-23,16:12:00,2200908,400,1
2022-01-23,16:12:00,2200908,500,1
2022-01-23,16:48:00,2200909,108,1
2022-01-23,16:48:00,2200909,212,1
2022-01-23,16:48:00,2200909,310,1
2022-01-23,16:48:00,2200909,400,1
2022-01-23,16:48:00,2200909,511,1
2022-01-23,17:24:00,2200910,105,1
2022-01-23,17:24:00,2200910,214,1
2022-01-23,17:24:00,2200910,304,1
2022-01-23,17:24:00,2200910,411,1
2022-01-23,17:24:00,2200910,508,1
2022-01-23,18:00:00,2200911,100,0
2022-01-23,18:00:00,2200911,218,1
2022-01-23,18:00:00,2200911,313,1
2022-01-23,18:00:00,2200911,403,1
2022-01-23,18:00:00,2200911,502,1
2022-01-23,18:36:00,2200912,109,1
2022-01-23,18:36:00,2200912,203,1
2022-01-23,18:36:00,2200912,302,1
2022-01-23,18:36:00,2200912,405,1
2022-01-23,18:36:00,2200912,512,1
2022-01-23,19:12:00,2200913,100,0
2022-01-23,19:12:00,2200913,207,1
2022-01-23,19:12:00,2200913,309,1
2022-01-23,19:12:00,2200913,400,1
2022-01-23,19:12:00,2200913,512,1
2022-01-23,19:48:00,2200914,108,1
2022-01-23,19:48:00,2200914,216,1
2022-01-23,19:48:00,2200914,301,1
2022-01-23,19:48:00,2200914,401,1
2022-01-23,19:48:00,2200914,507,1
2022-01-23,20:24:00,2200915,101,1
2022-01-23,20:24:00,2200915,215,1
2022-01-23,20:24:00,2200915,309,1
2022-01-23,20:24:00,2200915,409,1
2022-01-23,20:24:00,2200915,500,1
2022-01-23,21:00:00,2200916,104,1
2022-01-23,21:00:00,2200916,207,1
2022-01-23,21:00:00,2200916,308,1
2022-01-23,21:00:00,2200916,401,1
2022-01-23,21:00:00,2200916,512,1
2022-01-23,21:36:00,2200917,107,1
2022-01-23,21:36:00,2200917,209,1
2022-01-23,21:36:00,2200917,311,1
2022-01-23,21:36:00,2200917,407,1
2022-01-23,21:36:00,2200917,508,1
2022-01-23,22:12:00,2200918,107,1
2022-01-23,22:12:00,2200918,214,1
2022-01-23,22:12:00,2200918,300,1
2022-01-23,22:12:00,2200918,402,1
2022-01-23,22:12:00,2200918,504,1
2022-01-23,22:48:00,2200919,100,0
2022-01-23,22:48:00,2200919,203,1
2022-01-23,22:48:00,2200919,309,1
2022-01-23,22:48:00,2200919,406,1
2022-01-23,22:48:00,2200919,504,1
2022-01-23,23:24:00,2200920,104,1
2022-01-23,23:24:00,2200920,205,1
2022-01-23,23:24:00,2200920,301,1
2022-01-23,23:24:00,2200920,400,1
2022-01-23,23:24:00,2200920,503,1
2022-01-24,00:00:00,2200921,106,1
2022-01-24,00:00:00,2200921,213,1
2022-01-24,00:00:00,2200921,301,1
2022-01-24,00:00:00,2200921,414,1
2022-01-24,00:00:00,2200921,500,1
2022-01-24,00:36:00,2200922,105,1
2022-01-24,00:36:00,2200922,211,1
2022-01-24,00:36:00,2200922,304,1
2022-01-24,00:36:00,2200922,405,1
2022-01-24,00:36:00,2200922,500,1
2022-01-24,01:12:00,2200923,109,1
2022-01-24,01:12:00,2200923,217,1
2022-01-24,01:12:00,2200923,300,1
2022-01-24,01:12:00,2200923,408,1
2022-01-24,01:12:00,2200923,508,1
2022-01-24,01:48:00,2200924,105,1
